date,userID,currentRanking,votePerPostRanking,tier,points,totalGoldMedals,totalSilverMedals,totalBronzeMedals,votesPerPost,totalDiscussionsCount,totalTopicsCount,totalRepliesCount,totalUpvotesCount
2022-11-30,saurabhshahane,279,198,EXPERT,269,21,11,339,2.078125,576,38,538,1197
2022-11-30,carriech,280,364,EXPERT,267,0,0,482,0.661520190023753,842,0,842,557
2022-11-30,renokan,281,264,EXPERT,267,4,15,115,1.372,250,48,202,343
2022-11-30,mostafaalaa123,282,243,EXPERT,267,9,16,255,1.653927813163482,471,46,425,779
2022-11-30,piantic,283,211,EXPERT,266,18,10,301,2.010152284263959,591,41,550,1188
2022-11-30,khsamaha,284,361,EXPERT,265,0,3,642,0.6789606035205364,1193,6,1187,810
2022-11-30,madhurpant,285,306,EXPERT,265,0,6,233,0.9797687861271676,346,40,306,339
2022-11-30,sirishks,286,130,EXPERT,261,25,18,183,3.1800554016620497,361,37,324,1148
2022-11-30,ddanevskyi,287,31,EXPERT,260,28,24,102,7.047210300429184,233,22,211,1642
2022-11-30,nroman,288,78,MASTER,259,29,31,188,4.488372093023256,344,35,309,1544
2022-11-30,andreshg,289,379,EXPERT,259,0,2,814,0.6057108140947752,1646,7,1639,997
2022-11-30,its7171,290,92,MASTER,258,26,28,162,4.137931034482759,290,15,275,1200
2022-11-30,louieshao,291,179,EXPERT,258,8,3,80,2.3485714285714288,175,24,151,411
2022-11-30,kevinmorgado,292,369,EXPERT,258,0,1,247,0.6416040100250626,399,4,395,256
2022-11-30,stefankahl,293,48,EXPERT,257,19,17,80,5.6118421052631575,152,13,139,853
2022-11-30,mfaisalqureshi,294,394,EXPERT,256,0,0,516,0.4826789838337182,866,0,866,418
2022-11-30,narsil,295,121,MASTER,255,27,29,154,3.4054054054054053,333,32,301,1134
2022-11-30,yiheng,296,112,MASTER,254,29,30,156,3.603448275862069,406,40,366,1463
2022-11-30,mohamedkhaledelsafty,297,400,EXPERT,254,0,0,240,0.0330396475770925,454,0,454,15
2022-11-30,lextoumbourou,298,74,EXPERT,253,9,8,47,4.666666666666667,93,10,83,434
2022-11-30,arezalo,299,393,EXPERT,253,0,1,247,0.4875,560,0,560,273
2022-11-30,analokamus,300,21,EXPERT,252,16,10,49,8.282352941176471,85,10,75,704
2022-11-30,reighns,301,244,EXPERT,252,19,18,242,1.6417391304347826,575,73,502,944
2022-11-30,iamleonie,302,180,EXPERT,252,10,5,168,2.3421052631578947,228,11,217,534
2022-11-30,julianmukaj,303,399,EXPERT,251,4,20,119,0.1595744680851064,282,8,274,45
2022-11-30,ayuraj,304,197,EXPERT,250,17,7,134,2.0869565217391304,322,34,288,672
2022-11-30,aikhmelnytskyy,305,186,EXPERT,250,11,15,138,2.2846715328467155,274,52,222,626
2022-11-30,zacchaeus,306,221,EXPERT,250,9,8,129,1.9109311740890689,247,22,225,472
2022-11-30,currypurin,307,84,EXPERT,247,12,7,66,4.385964912280702,114,12,102,500
2022-11-30,summerakousar,308,285,EXPERT,247,2,5,211,1.1806451612903226,310,16,294,366
2022-11-30,frtgnn,309,207,GRANDMASTER,245,57,21,681,2.032766486934882,2411,83,2328,4901
2022-11-30,shariful07,310,235,EXPERT,244,2,3,203,1.73463687150838,358,20,338,621
2022-11-30,gazu468,311,231,EXPERT,243,9,16,83,1.793103448275862,203,34,169,364
2022-11-30,rajattomar132,312,245,EXPERT,243,5,8,234,1.631578947368421,418,28,390,682
2022-11-30,ayushjain001,313,336,EXPERT,243,2,4,274,0.7887596899224806,516,49,467,407
2022-11-30,hassanshehzadk,314,290,EXPERT,243,2,3,220,1.0888888888888888,315,11,304,343
2022-11-30,bcruise,315,339,EXPERT,241,1,11,199,0.774869109947644,382,13,369,296
2022-11-30,wonduk,316,371,EXPERT,239,1,1,235,0.6339468302658486,489,4,485,310
2022-11-30,verracodeguacas,317,286,EXPERT,238,3,15,157,1.1796407185628743,334,16,318,394
2022-11-30,bibek777,318,90,MASTER,238,44,43,215,4.14859437751004,498,117,381,2066
2022-11-30,underwearfitting,319,173,EXPERT,238,15,25,215,2.471698113207548,371,7,364,917
2022-11-30,shujun717,320,187,EXPERT,237,13,3,123,2.274305555555556,288,20,268,655
2022-11-30,jonbown,321,334,EXPERT,236,1,2,235,0.7980295566502463,406,16,390,324
2022-11-30,rohitsingh9990,322,190,EXPERT,235,15,16,165,2.2332506203473947,403,28,375,900
2022-11-30,tarkkaanko,323,310,EXPERT,235,4,2,160,0.96875,352,17,335,341
2022-11-30,ks2019,324,132,EXPERT,234,15,28,134,3.1434599156118144,237,39,198,745
2022-11-30,imeintanis,325,278,EXPERT,234,6,14,281,1.2253521126760565,497,17,480,609
2022-11-30,vadimtimakin,326,106,EXPERT,234,11,9,95,3.7586206896551726,145,28,117,545
2022-11-30,illidan7,327,178,EXPERT,232,10,4,60,2.3503649635036497,137,21,116,322
2022-11-30,stonet2000,328,159,EXPERT,231,11,16,110,2.700854700854701,234,34,200,632
2022-11-30,rashmibanthia,329,230,EXPERT,230,13,15,161,1.811428571428572,350,22,328,634
2022-11-30,marketneutral,330,212,EXPERT,230,16,24,244,1.994339622641509,530,51,479,1057
2022-11-30,something4kag,331,292,EXPERT,228,3,15,349,1.0725308641975309,648,44,604,695
2022-11-30,ammarali32,332,95,EXPERT,228,10,4,100,4.059523809523809,168,12,156,682
2022-11-30,datascientistfp,333,34,EXPERT,228,9,1,55,6.277777777777778,72,10,62,452
2022-11-30,ankitp013,334,353,EXPERT,227,0,1,613,0.7312633832976445,934,20,914,683
2022-11-30,mahnazarjmand,335,385,EXPERT,226,1,1,214,0.5688487584650113,443,0,443,252
2022-11-30,meetnagadia,336,201,EXPERT,225,9,12,164,2.0675675675675675,370,32,338,765
2022-11-30,bakeryproducts,337,83,EXPERT,224,7,7,56,4.3861386138613865,101,4,97,443
2022-11-30,jonathanbesomi,338,41,EXPERT,223,7,2,53,6.047244094488189,127,16,111,768
2022-11-30,mithilsalunkhe,339,263,EXPERT,223,8,13,139,1.3779761904761905,336,32,304,463
2022-11-30,yvonnef,340,311,EXPERT,222,5,5,298,0.956845238095238,672,13,659,643
2022-11-30,engrshabir,341,154,EXPERT,221,1,11,106,2.769662921348315,178,0,178,493
2022-11-30,manabendrarout,342,265,EXPERT,220,7,7,342,1.3664259927797835,554,29,525,757
2022-11-30,ishandutta,343,227,EXPERT,220,14,16,162,1.8602620087336244,458,85,373,852
2022-11-30,olegsidorshin,344,49,EXPERT,220,5,3,44,5.549295774647887,71,7,64,394
2022-11-30,omkargowda,345,303,EXPERT,220,3,1,208,0.9969325153374232,326,5,321,325
2022-11-30,harbaldeepsidhu,346,378,EXPERT,220,1,1,180,0.6077481840193705,413,13,400,251
2022-11-30,ropeonmars,347,267,EXPERT,220,4,5,98,1.3612040133779264,299,23,276,407
2022-11-30,gauravbrills,348,308,EXPERT,219,3,5,175,0.9719887955182072,357,6,351,347
2022-11-30,optimo,349,239,EXPERT,218,10,20,241,1.7009132420091324,438,15,423,745
2022-11-30,nghihuynh,350,275,EXPERT,218,4,6,88,1.2727272727272727,209,9,200,266
2022-11-30,kurupical,351,43,EXPERT,216,12,8,53,5.851485148514851,101,12,89,591
2022-11-30,bhuvanchennoju,352,365,EXPERT,216,0,2,587,0.6606170598911071,1102,8,1094,728
2022-11-30,alisultanov,353,354,EXPERT,216,0,0,246,0.712401055408971,379,0,379,270
2022-11-30,kalelpark,354,291,EXPERT,214,6,7,194,1.0867052023121386,346,16,330,376
2022-11-30,batrosjamali,355,53,EXPERT,214,4,9,58,5.357142857142857,126,22,104,675
2022-11-30,prashant808,356,388,EXPERT,214,0,0,220,0.5291479820627802,446,0,446,236
2022-11-30,jeffsonas,357,288,MASTER,213,12,39,358,1.1291666666666669,1200,135,1065,1355
2022-11-30,ogrellier,358,140,GRANDMASTER,213,60,70,730,3.00684462696783,1461,64,1397,4393
2022-11-30,tvdwiele,359,55,EXPERT,212,15,29,170,5.24907063197026,269,15,254,1412
2022-11-30,fankaixie,360,102,EXPERT,212,7,2,47,3.8705882352941177,85,8,77,329
2022-11-30,harangdev,361,50,EXPERT,210,10,9,116,5.429245283018868,212,12,200,1151
2022-11-30,selimsef,362,9,EXPERT,209,14,14,75,10.84920634920635,126,6,120,1367
2022-11-30,firuzjuraev,363,318,EXPERT,209,1,2,289,0.9080188679245284,424,5,419,385
2022-11-30,xiaowangiiiii,364,192,EXPERT,209,8,6,108,2.193717277486911,191,22,169,419
2022-11-30,drtausamaru,365,172,EXPERT,209,12,15,151,2.476014760147601,271,16,255,671
2022-11-30,cyruskouhyar,366,345,EXPERT,209,1,0,353,0.7534791252485089,503,1,502,379
2022-11-30,superant,367,248,EXPERT,208,9,25,262,1.616949152542373,590,44,546,954
2022-11-30,allunia,368,181,EXPERT,208,9,14,121,2.338582677165354,254,11,243,594
2022-11-30,siukeitin,369,202,EXPERT,208,3,18,105,2.064327485380117,171,7,164,353
2022-11-30,alincijov,370,397,EXPERT,208,1,10,542,0.4292972057578323,1181,21,1160,507
2022-11-30,shahules,371,272,MASTER,206,23,29,410,1.2956705385427667,947,81,866,1227
2022-11-30,ashwinshetgaonkar,372,333,EXPERT,206,1,5,243,0.7985781990521327,422,5,417,337
2022-11-30,nxrprime,373,258,EXPERT,205,18,27,419,1.4274725274725275,910,82,828,1299
2022-11-30,scirpus,374,185,GRANDMASTER,204,76,113,782,2.294354838709677,1736,164,1572,3983
2022-11-30,nikhilmishradev,375,166,EXPERT,204,11,13,136,2.54275092936803,269,31,238,684
2022-11-30,sytuannguyen,376,254,EXPERT,204,7,16,110,1.4864864864864864,259,29,230,385
2022-11-30,hannes82,377,223,EXPERT,203,4,8,136,1.9057377049180328,244,7,237,465
2022-11-30,yujiariyasu,378,125,EXPERT,202,12,5,66,3.25974025974026,154,10,144,502
2022-11-30,jcaliz,379,204,EXPERT,200,8,6,64,2.05982905982906,117,15,102,241
2022-11-30,ludovicocuoghi,380,372,EXPERT,200,0,1,386,0.6197183098591549,710,0,710,440
2022-11-30,gaganmaahi224,381,370,EXPERT,200,0,0,402,0.6400560224089635,714,0,714,457
2022-11-30,mohidabdulrehman,382,330,EXPERT,200,1,0,191,0.8154981549815498,271,2,269,221
2022-11-30,datafan07,383,237,EXPERT,199,10,7,220,1.7156398104265402,422,12,410,724
2022-11-30,adamwurdits,384,162,EXPERT,199,7,5,106,2.6582278481012658,158,10,148,420
2022-11-30,sayedathar11,385,217,EXPERT,198,12,15,163,1.932907348242812,313,68,245,605
2022-11-30,sardorabdirayimov,386,257,EXPERT,198,5,5,165,1.431159420289855,276,29,247,395
2022-11-30,rishirajacharya,387,183,EXPERT,197,11,6,69,2.326388888888889,144,23,121,335
2022-11-30,kwentar,388,123,EXPERT,197,5,4,55,3.302521008403361,119,6,113,393
2022-11-30,julian3833,389,238,EXPERT,197,9,7,129,1.7132867132867131,286,19,267,490
2022-11-30,manwithaflower,390,270,EXPERT,196,4,9,116,1.3164556962025316,237,39,198,312
2022-11-30,isaienkov,391,252,EXPERT,195,12,13,161,1.51270207852194,433,54,379,655
2022-11-30,conjuring92,392,133,EXPERT,195,4,4,48,3.126436781609196,87,4,83,272
2022-11-30,durgeshrao9993,393,304,EXPERT,195,2,8,230,0.9931818181818182,440,31,409,437
2022-11-30,jtrotman,394,139,MASTER,194,22,32,253,3.0375275938189845,453,41,412,1376
2022-11-30,fatihozturk,395,127,MASTER,194,30,37,274,3.2490421455938696,522,23,499,1696
2022-11-30,sanjaylalwani,396,328,EXPERT,193,1,9,198,0.8225,400,23,377,329
2022-11-30,weka511,397,300,EXPERT,192,2,8,257,1.0265848670756643,489,39,450,502
2022-11-30,sonalisingh1411,398,380,EXPERT,192,1,1,301,0.6041009463722398,634,1,633,383
2022-11-30,cid007,399,352,EXPERT,192,0,2,207,0.7335329341317365,334,8,326,245
2022-11-30,tariqsays,400,268,EXPERT,192,4,2,127,1.34375,224,46,178,301
2022-12-01,cdeotte,1,61,GRANDMASTER,9003,383,505,4334,5.040362035225049,8176,232,7944,41210
2022-12-01,mpwolke,2,317,GRANDMASTER,5321,72,106,9487,0.9140712346270564,18783,780,18003,17169
2022-12-01,hengck23,3,69,GRANDMASTER,5279,413,479,2690,4.799687554244055,5761,571,5190,27651
2022-12-01,cpmpml,4,135,GRANDMASTER,4495,448,582,4506,3.095799180327869,9760,455,9305,30215
2022-12-01,thedevastator,5,283,GRANDMASTER,3477,62,44,2065,1.1906702898550725,4416,123,4293,5258
2022-12-01,ravi20076,6,322,EXPERT,3105,19,28,2713,0.8390104662226451,5255,45,5210,4409
2022-12-01,ambrosm,7,32,GRANDMASTER,2532,63,56,418,6.826283987915408,662,50,612,4519
2022-12-01,carlmcbrideellis,8,136,GRANDMASTER,2219,102,116,1354,3.09570794277257,2027,133,1894,6275
2022-12-01,philippsinger,9,101,GRANDMASTER,2053,145,212,1118,3.9282850779510015,2245,58,2187,8819
2022-12-01,dschettler8845,10,111,GRANDMASTER,1960,71,51,501,3.6062271062271054,1092,122,970,3938
2022-12-01,vad13irt,11,157,GRANDMASTER,1791,71,36,709,2.727534148094896,1391,100,1291,3794
2022-12-01,remekkinas,12,184,GRANDMASTER,1788,67,30,876,2.3210412147505424,1844,75,1769,4280
2022-12-01,usharengaraju,13,91,GRANDMASTER,1748,103,32,879,4.143426294820717,1506,151,1355,6240
2022-12-01,raddar,14,36,GRANDMASTER,1616,106,125,510,6.253831417624521,1044,68,976,6529
2022-12-01,nancyalaswad90,15,305,MASTER,1599,41,10,1096,0.98218487394958,2975,49,2926,2922
2022-12-01,abhishek,16,120,GRANDMASTER,1425,150,149,905,3.4168110918544192,2308,270,2038,7886
2022-12-01,muhammedtausif,17,301,MASTER,1294,19,33,1070,1.0107627515208235,2137,125,2012,2160
2022-12-01,gunesevitan,18,104,GRANDMASTER,1272,99,91,659,3.790349417637272,1202,102,1100,4556
2022-12-01,mugentk,19,11,GRANDMASTER,1206,79,49,600,10.469660194174756,824,52,772,8627
2022-12-01,surajjha101,20,295,EXPERT,1153,22,14,1165,1.0621791215059897,1753,16,1737,1862
2022-12-01,theoviel,21,74,GRANDMASTER,1150,79,63,465,4.605988023952095,835,58,777,3846
2022-12-01,lucamassaron,22,108,GRANDMASTER,1139,65,37,476,3.721913236929922,899,113,786,3346
2022-12-01,xhlulu,23,59,GRANDMASTER,1125,74,61,376,5.173965936739659,822,134,688,4253
2022-12-01,lucasmorin,24,171,MASTER,1106,43,55,520,2.486096807415036,971,100,871,2414
2022-12-01,ruchi798,25,46,GRANDMASTER,1088,50,39,420,5.691148775894539,531,102,429,3022
2022-12-01,andradaolteanu,26,25,MASTER,1076,41,26,183,7.578796561604585,349,65,284,2645
2022-12-01,init27,27,114,GRANDMASTER,1073,62,56,482,3.5846153846153848,845,108,737,3029
2022-12-01,pythonafroz,28,389,EXPERT,1046,1,4,1150,0.5264527320034692,2306,5,2301,1214
2022-12-01,yasufuminakama,29,35,MASTER,1043,41,26,216,6.2675,400,26,374,2507
2022-12-01,kirderf,30,209,GRANDMASTER,1029,55,70,486,2.0164744645799013,1214,194,1020,2448
2022-12-01,crained,31,121,GRANDMASTER,1028,56,39,435,3.400655021834061,916,150,766,3115
2022-12-01,michau96,32,256,MASTER,1001,40,33,716,1.4464894342194956,1467,71,1396,2122
2022-12-01,ravishah1,33,17,EXPERT,987,35,11,82,9.478527607361965,163,62,101,1545
2022-12-01,kritidoneria,34,240,MASTER,981,42,41,697,1.696664568911265,1589,167,1422,2696
2022-12-01,awsaf49,35,140,MASTER,978,38,24,309,3.0126760563380284,710,80,630,2139
2022-12-01,desalegngeb,36,247,MASTER,965,27,37,829,1.6285289747399705,1346,72,1274,2192
2022-12-01,tilii7,37,113,GRANDMASTER,962,97,148,954,3.5993247045582444,1777,128,1649,6396
2022-12-01,nbroad,38,124,MASTER,955,42,39,302,3.2908438061041294,557,61,496,1833
2022-12-01,christofhenkel,39,44,GRANDMASTER,949,122,128,514,5.789719626168225,1070,84,986,6195
2022-12-01,aerdem4,40,62,GRANDMASTER,937,99,116,444,4.977142857142857,875,66,809,4355
2022-12-01,gogo827jz,41,67,GRANDMASTER,932,68,81,628,4.871591908531222,1137,89,1048,5539
2022-12-01,haqishen,42,38,MASTER,929,55,36,260,6.191681735985534,553,49,504,3424
2022-12-01,nejumi,43,26,EXPERT,922,62,28,93,7.460759493670886,395,81,314,2947
2022-12-01,crodoc,44,117,MASTER,909,41,16,189,3.4642857142857144,420,59,361,1455
2022-12-01,radek1,45,82,MASTER,906,41,23,208,4.38671875,512,76,436,2246
2022-12-01,kyakovlev,46,39,GRANDMASTER,901,65,80,436,6.087209302325581,860,32,828,5235
2022-12-01,yacharki,47,346,EXPERT,883,7,10,847,0.7533651758575771,2303,79,2224,1735
2022-12-01,caesarmario,48,396,EXPERT,879,3,2,1270,0.4592968007602154,3157,3,3154,1450
2022-12-01,robikscube,49,134,GRANDMASTER,877,83,65,678,3.100240577385726,1247,84,1163,3866
2022-12-01,faisaljanjua0555,50,316,EXPERT,867,3,6,748,0.9157427937915744,1353,48,1305,1239
2022-12-01,sudalairajkumar,51,94,GRANDMASTER,866,61,46,418,4.082397003745318,801,91,710,3270
2022-12-01,titericz,52,29,GRANDMASTER,863,108,119,520,7.10010111223458,989,56,933,7022
2022-12-01,varunsaikanuri,53,374,EXPERT,846,2,1,833,0.6156888595912986,1517,4,1513,934
2022-12-01,headsortails,54,233,GRANDMASTER,841,113,77,675,1.7736935341009743,2258,151,2107,4005
2022-12-01,samuelcortinhas,55,225,EXPERT,840,24,22,401,1.890829694323144,687,79,608,1299
2022-12-01,rdizzl3,56,72,GRANDMASTER,831,58,54,412,4.710204081632653,735,68,667,3462
2022-12-01,shubhamptrivedi,57,314,EXPERT,823,31,2,459,0.928406466512702,1299,30,1269,1206
2022-12-01,mattop,58,337,EXPERT,806,4,5,845,0.787463976945245,1388,13,1375,1093
2022-12-01,karnikakapoor,59,320,EXPERT,797,7,6,1693,0.8741159830268741,2828,12,2816,2472
2022-12-01,iamsouravbanerjee,60,261,EXPERT,785,21,5,715,1.418131359851989,1081,25,1056,1533
2022-12-01,thedrcat,61,81,MASTER,776,38,26,218,4.396593673965937,411,60,351,1807
2022-12-01,kmldas,62,137,GRANDMASTER,771,55,44,416,3.08993288590604,745,177,568,2302
2022-12-01,group16,63,85,MASTER,766,45,48,415,4.28454172366621,731,53,678,3132
2022-12-01,mragpavank,64,245,MASTER,766,45,25,589,1.637742207245156,1187,148,1039,1944
2022-12-01,trushk,65,153,MASTER,758,34,29,275,2.819230769230769,520,46,474,1466
2022-12-01,ootake,66,12,EXPERT,753,41,53,97,10.18348623853211,218,10,208,2220
2022-12-01,tyonemoto,67,5,MASTER,749,40,64,178,12.6840490797546,326,23,303,4135
2022-12-01,rohanambad,68,331,EXPERT,741,3,0,709,0.8081481481481482,1350,2,1348,1091
2022-12-01,alejopaullier,69,118,EXPERT,736,23,23,141,3.4512635379061374,277,63,214,956
2022-12-01,ohseokkim,70,360,EXPERT,732,2,3,1294,0.6878372768783728,2409,8,2401,1657
2022-12-01,odins0n,71,277,EXPERT,728,12,14,585,1.251105216622458,1131,14,1117,1415
2022-12-01,gpreda,72,164,GRANDMASTER,721,62,69,574,2.608022519352569,1421,185,1236,3706
2022-12-01,slawekbiel,73,58,MASTER,714,28,23,197,5.211764705882353,340,32,308,1772
2022-12-01,allohvk,74,190,MASTER,712,26,32,541,2.259006815968841,1027,52,975,2320
2022-12-01,eisgandar,75,349,EXPERT,709,4,2,765,0.7384737678855325,1258,27,1231,929
2022-12-01,kneroma,76,42,MASTER,708,51,26,213,6.033096926713948,423,53,370,2552
2022-12-01,tanulsingh077,77,126,MASTER,703,42,30,307,3.257553956834532,695,70,625,2264
2022-12-01,bansodesandeep,78,332,EXPERT,700,3,0,683,0.7992863514719001,1121,2,1119,896
2022-12-01,drhabib,79,78,GRANDMASTER,689,54,79,420,4.44532279314888,759,21,738,3374
2022-12-01,kinnerakiran,80,325,EXPERT,688,9,26,379,0.8334534967555876,1387,185,1202,1156
2022-12-01,tunguz,81,57,GRANDMASTER,687,154,168,722,5.21497919556172,1442,164,1278,7520
2022-12-01,duykhanh99,82,132,MASTER,683,34,28,452,3.147919876733436,649,49,600,2043
2022-12-01,shivamb,83,160,GRANDMASTER,668,51,29,440,2.699078812691914,977,77,900,2637
2022-12-01,kalilurrahman,84,242,MASTER,662,25,33,344,1.66283084004603,869,119,750,1445
2022-12-01,hasanbasriakcay,85,296,EXPERT,661,13,9,690,1.059,1000,31,969,1059
2022-12-01,senkin13,86,37,EXPERT,655,26,12,138,6.212543554006968,287,30,257,1783
2022-12-01,jonaspalucibarbosa,87,143,EXPERT,647,12,18,372,2.9983249581239533,597,30,567,1790
2022-12-01,snnclsr,88,107,MASTER,643,26,24,157,3.7250755287009065,331,55,276,1233
2022-12-01,lordozvlad,89,324,EXPERT,636,8,8,1357,0.8382838283828383,1515,12,1503,1270
2022-12-01,yassinealouini,90,226,MASTER,621,46,55,712,1.8829721362229104,1615,157,1458,3041
2022-12-01,ramjasmaurya,91,279,EXPERT,613,5,17,524,1.2179072276159657,927,107,820,1129
2022-12-01,azminetoushikwasi,92,97,MASTER,613,20,32,158,4.043062200956938,209,65,144,845
2022-12-01,ragnar123,93,158,MASTER,605,25,45,336,2.704809286898839,603,49,554,1631
2022-12-01,hiroshioshio,94,1,EXPERT,603,33,36,56,16.03030303030303,132,11,121,2116
2022-12-01,mrinath,95,253,EXPERT,601,24,25,430,1.510893246187364,918,76,842,1387
2022-12-01,arezoodahesh,96,321,EXPERT,601,3,0,840,0.8463338533541341,1282,4,1278,1085
2022-12-01,kaggleqrdl,97,287,EXPERT,594,12,25,337,1.1586475942782837,769,76,693,891
2022-12-01,goldenlock,98,182,EXPERT,591,8,20,213,2.3292978208232444,413,24,389,962
2022-12-01,jesucristo,99,119,GRANDMASTER,587,74,80,600,3.4454253611556984,1246,190,1056,4293
2022-12-01,alexryzhkov,100,189,EXPERT,584,25,14,249,2.264033264033264,481,44,437,1089
2022-12-01,cv13j0,101,344,EXPERT,579,4,5,795,0.7540073982737361,1622,23,1599,1223
2022-12-01,aminizahra,102,341,EXPERT,577,7,4,846,0.7726432532347505,1623,10,1613,1254
2022-12-01,tanmay111999,103,356,EXPERT,573,4,0,530,0.6973684210526315,988,6,982,689
2022-12-01,faisalalsrheed,104,146,MASTER,570,23,28,237,2.966960352422908,454,83,371,1347
2022-12-01,nischaydnk,105,195,MASTER,568,27,27,383,2.154848046309696,691,32,659,1489
2022-12-01,authman,106,177,GRANDMASTER,567,51,79,566,2.3728963684676705,1129,97,1032,2679
2022-12-01,mobassir,107,234,GRANDMASTER,567,58,72,871,1.7353348729792148,2165,318,1847,3757
2022-12-01,balabaskar,108,235,EXPERT,562,22,15,407,1.734076433121019,628,76,552,1089
2022-12-01,anjum48,109,109,MASTER,561,39,51,276,3.659047619047619,525,54,471,1921
2022-12-01,takoihiraokazu,110,3,EXPERT,560,43,23,48,13.097744360902256,133,16,117,1742
2022-12-01,georgyzubkov,111,384,EXPERT,560,2,0,1204,0.5716463414634146,1312,0,1312,750
2022-12-01,saurabhbagchi,112,252,EXPERT,550,18,19,627,1.5216515609264851,993,62,931,1511
2022-12-01,konradb,113,150,GRANDMASTER,546,83,94,643,2.8429438543247345,1318,115,1203,3747
2022-12-01,hasibalmuzdadid,114,330,EXPERT,532,3,2,502,0.8134831460674158,890,13,877,724
2022-12-01,wuwenmin,115,231,EXPERT,524,15,11,185,1.7972972972972974,444,44,400,798
2022-12-01,gvyshnya,116,249,EXPERT,521,13,27,842,1.566345441067457,1349,55,1294,2113
2022-12-01,jpmiller,117,163,GRANDMASTER,519,50,69,465,2.6541129831516352,1009,125,884,2678
2022-12-01,heyrobin,118,309,EXPERT,519,7,2,711,0.9713721618953604,1013,13,1000,984
2022-12-01,mohamedhanyyy,119,228,MASTER,518,18,37,625,1.8502879078694816,1042,132,910,1928
2022-12-01,artgor,120,148,GRANDMASTER,517,93,85,713,2.953374233128834,1630,76,1554,4814
2022-12-01,avikumart,121,323,EXPERT,510,7,4,454,0.8389423076923077,832,15,817,698
2022-12-01,onodera,122,45,MASTER,506,64,64,247,5.755514705882353,544,36,508,3131
2022-12-01,ipythonx,123,196,MASTER,505,35,37,475,2.13936170212766,940,89,851,2011
2022-12-01,ttahara,124,60,MASTER,500,38,24,172,5.147945205479452,365,42,323,1879
2022-12-01,alexandervc,125,259,EXPERT,492,14,28,147,1.424390243902439,615,191,424,876
2022-12-01,programmerrdai,126,307,EXPERT,487,12,10,313,0.9741657696447792,929,133,796,905
2022-12-01,serigne,127,142,GRANDMASTER,486,51,124,705,2.999195494770716,1243,50,1193,3728
2022-12-01,readoc,128,103,EXPERT,486,18,28,121,3.856573705179283,251,63,188,968
